,flight_id,people_onboard,passengers_onboard,crew_onboard,people_dead,passenger_dead,crew_dead,ground,total_fatalities
3722,3722,14.0,11.0,3.0,14.0,11.0,3.0,0.0,14.0
3723,3723,13.0,7.0,6.0,13.0,7.0,6.0,0.0,13.0
3724,3724,4.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0
3725,3725,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
3726,3726,16.0,9.0,7.0,1.0,1.0,0.0,0.0,1.0
3727,3727,10.0,7.0,3.0,10.0,7.0,3.0,0.0,10.0
3728,3728,15.0,13.0,2.0,15.0,13.0,2.0,0.0,15.0
3729,3729,10.0,6.0,4.0,1.0,1.0,0.0,0.0,1.0
3730,3730,134.0,129.0,5.0,134.0,129.0,5.0,2.0,136.0
3731,3731,12.0,9.0,3.0,12.0,9.0,3.0,0.0,12.0
3732,3732,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
3733,3733,17.0,16.0,1.0,17.0,16.0,1.0,0.0,17.0
3734,3734,18.0,13.0,5.0,5.0,3.0,2.0,0.0,5.0
3735,3735,40.0,,,40.0,,,0.0,40.0
3736,3736,51.0,47.0,4.0,51.0,47.0,4.0,0.0,51.0
3737,3737,15.0,12.0,3.0,15.0,12.0,3.0,2.0,17.0
3738,3738,20.0,14.0,6.0,20.0,14.0,6.0,0.0,20.0
3739,3739,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
3740,3740,23.0,20.0,3.0,23.0,20.0,3.0,0.0,23.0
3741,3741,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0
3742,3742,41.0,37.0,4.0,41.0,37.0,4.0,0.0,41.0
3743,3743,16.0,13.0,3.0,16.0,13.0,3.0,0.0,16.0
3744,3744,30.0,27.0,3.0,27.0,24.0,3.0,0.0,27.0
3745,3745,129.0,123.0,6.0,0.0,0.0,0.0,0.0,0.0
3746,3746,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0
3747,3747,96.0,90.0,6.0,87.0,82.0,5.0,0.0,87.0
3748,3748,47.0,,,47.0,,,0.0,47.0
3749,3749,12.0,10.0,2.0,12.0,10.0,2.0,0.0,12.0
3750,3750,56.0,50.0,6.0,30.0,26.0,4.0,0.0,30.0
3751,3751,4.0,0.0,4.0,3.0,0.0,3.0,0.0,3.0
3752,3752,,,,1.0,,,0.0,1.0
3753,3753,5.0,2.0,3.0,5.0,2.0,3.0,0.0,5.0
3754,3754,8.0,5.0,3.0,3.0,0.0,3.0,0.0,3.0
3755,3755,51.0,47.0,4.0,27.0,25.0,2.0,0.0,27.0
3756,3756,7.0,4.0,3.0,7.0,4.0,3.0,0.0,7.0
3757,3757,12.0,10.0,2.0,1.0,1.0,0.0,0.0,1.0
3758,3758,13.0,10.0,3.0,3.0,0.0,3.0,0.0,3.0
3759,3759,10.0,8.0,2.0,7.0,6.0,1.0,0.0,7.0
3760,3760,46.0,42.0,4.0,46.0,42.0,4.0,6.0,52.0
3761,3761,15.0,13.0,2.0,11.0,9.0,2.0,0.0,11.0
3762,3762,22.0,20.0,2.0,16.0,14.0,2.0,0.0,16.0
3763,3763,9.0,8.0,1.0,9.0,8.0,1.0,0.0,9.0
3764,3764,39.0,35.0,4.0,39.0,35.0,4.0,0.0,39.0
3765,3765,47.0,40.0,7.0,47.0,40.0,7.0,0.0,47.0
3766,3766,5.0,3.0,2.0,5.0,3.0,2.0,0.0,5.0
3767,3767,3.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0
3768,3768,12.0,7.0,5.0,10.0,6.0,4.0,0.0,10.0
3769,3769,19.0,13.0,6.0,19.0,13.0,6.0,0.0,19.0
3770,3770,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
3771,3771,34.0,27.0,7.0,29.0,24.0,5.0,0.0,29.0
3772,3772,57.0,50.0,7.0,57.0,50.0,7.0,0.0,57.0
3773,3773,24.0,16.0,8.0,24.0,16.0,8.0,4.0,28.0
3774,3774,8.0,2.0,6.0,8.0,2.0,6.0,0.0,8.0
3775,3775,70.0,63.0,7.0,70.0,63.0,7.0,0.0,70.0
3776,3776,4.0,2.0,2.0,4.0,2.0,2.0,0.0,4.0
3777,3777,292.0,280.0,12.0,0.0,0.0,0.0,0.0,0.0
3778,3778,113.0,99.0,14.0,113.0,99.0,14.0,0.0,113.0
3779,3779,126.0,116.0,10.0,108.0,100.0,8.0,0.0,108.0
3780,3780,10.0,7.0,3.0,10.0,7.0,3.0,0.0,10.0
3781,3781,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
3782,3782,41.0,38.0,3.0,8.0,6.0,2.0,0.0,8.0
3783,3783,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
3784,3784,84.0,77.0,7.0,84.0,77.0,7.0,0.0,84.0
3785,3785,17.0,14.0,3.0,3.0,0.0,3.0,0.0,3.0
3786,3786,43.0,36.0,7.0,1.0,0.0,1.0,1.0,2.0
3787,3787,16.0,13.0,3.0,9.0,9.0,0.0,0.0,9.0
3788,3788,7.0,6.0,1.0,7.0,6.0,1.0,0.0,7.0
3789,3789,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
3790,3790,11.0,9.0,2.0,11.0,9.0,2.0,0.0,11.0
3791,3791,10.0,7.0,3.0,10.0,7.0,3.0,0.0,10.0
3792,3792,158.0,154.0,4.0,158.0,154.0,4.0,0.0,158.0
3793,3793,167.0,155.0,12.0,167.0,155.0,12.0,0.0,167.0
3794,3794,4.0,1.0,3.0,4.0,1.0,3.0,39.0,43.0
3795,3795,6.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0
3796,3796,35.0,28.0,7.0,14.0,9.0,5.0,0.0,14.0
3797,3797,13.0,7.0,6.0,1.0,0.0,1.0,0.0,1.0
3798,3798,31.0,27.0,4.0,31.0,27.0,4.0,0.0,31.0
3799,3799,16.0,14.0,2.0,15.0,13.0,2.0,0.0,15.0
3800,3800,11.0,8.0,3.0,8.0,7.0,1.0,0.0,8.0
3801,3801,14.0,9.0,5.0,13.0,8.0,5.0,0.0,13.0
3802,3802,20.0,,,20.0,,,0.0,20.0
3803,3803,33.0,26.0,7.0,33.0,26.0,7.0,0.0,33.0
3804,3804,31.0,25.0,6.0,30.0,24.0,6.0,0.0,30.0
3805,3805,34.0,28.0,6.0,34.0,28.0,6.0,0.0,34.0
3806,3806,141.0,133.0,8.0,141.0,133.0,8.0,0.0,141.0
3807,3807,13.0,0.0,13.0,13.0,0.0,13.0,0.0,13.0
3808,3808,9.0,8.0,1.0,9.0,8.0,1.0,0.0,9.0
3809,3809,37.0,31.0,6.0,37.0,31.0,6.0,0.0,37.0
3810,3810,61.0,,,61.0,,,0.0,61.0
3811,3811,340.0,327.0,13.0,56.0,54.0,2.0,0.0,56.0
3812,3812,157.0,147.0,10.0,157.0,147.0,10.0,0.0,157.0
3813,3813,4.0,3.0,1.0,4.0,3.0,1.0,0.0,4.0
3814,3814,23.0,19.0,4.0,4.0,4.0,0.0,0.0,4.0
3815,3815,44.0,39.0,5.0,17.0,13.0,4.0,0.0,17.0
3816,3816,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
3817,3817,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
3818,3818,21.0,18.0,3.0,3.0,3.0,0.0,0.0,3.0
3819,3819,16.0,11.0,5.0,16.0,11.0,5.0,0.0,16.0
3820,3820,133.0,119.0,14.0,133.0,119.0,14.0,0.0,133.0
3821,3821,30.0,,,30.0,,,0.0,30.0
3822,3822,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
3823,3823,6.0,4.0,2.0,6.0,4.0,2.0,0.0,6.0
3824,3824,97.0,92.0,5.0,83.0,79.0,4.0,0.0,83.0
3825,3825,6.0,4.0,2.0,6.0,4.0,2.0,0.0,6.0
3826,3826,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
3827,3827,4.0,3.0,1.0,4.0,3.0,1.0,0.0,4.0
3828,3828,11.0,8.0,3.0,11.0,8.0,3.0,0.0,11.0
3829,3829,264.0,248.0,16.0,2.0,2.0,0.0,0.0,2.0
3830,3830,8.0,6.0,2.0,8.0,6.0,2.0,0.0,8.0
3831,3831,40.0,34.0,6.0,32.0,26.0,6.0,0.0,32.0
3832,3832,118.0,112.0,6.0,55.0,55.0,0.0,0.0,55.0
3833,3833,30.0,25.0,5.0,30.0,25.0,5.0,0.0,30.0
3834,3834,76.0,71.0,5.0,76.0,71.0,5.0,0.0,76.0
3835,3835,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
3836,3836,5.0,0.0,5.0,3.0,0.0,3.0,0.0,3.0
3837,3837,132.0,125.0,7.0,132.0,125.0,7.0,0.0,132.0
3838,3838,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
3839,3839,11.0,10.0,1.0,9.0,9.0,0.0,0.0,9.0
3840,3840,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0
3841,3841,41.0,36.0,5.0,41.0,36.0,5.0,0.0,41.0
3842,3842,43.0,39.0,4.0,41.0,37.0,4.0,0.0,41.0
3843,3843,23.0,,,23.0,,,0.0,23.0
3844,3844,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
3845,3845,113.0,108.0,5.0,55.0,54.0,1.0,0.0,55.0
3846,3846,110.0,104.0,6.0,68.0,64.0,4.0,0.0,68.0
3847,3847,17.0,15.0,2.0,1.0,1.0,0.0,0.0,1.0
3848,3848,19.0,16.0,3.0,19.0,16.0,3.0,0.0,19.0
3849,3849,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
3850,3850,24.0,22.0,2.0,24.0,22.0,2.0,0.0,24.0
3851,3851,86.0,81.0,5.0,82.0,77.0,5.0,0.0,82.0
3852,3852,70.0,64.0,6.0,2.0,1.0,1.0,0.0,2.0
3853,3853,27.0,22.0,5.0,27.0,22.0,5.0,0.0,27.0
3854,3854,132.0,120.0,12.0,108.0,100.0,8.0,0.0,108.0
3855,3855,60.0,,,60.0,,,0.0,60.0
3856,3856,9.0,6.0,3.0,9.0,6.0,3.0,0.0,9.0
3857,3857,80.0,71.0,9.0,2.0,2.0,0.0,0.0,2.0
3858,3858,20.0,17.0,3.0,7.0,4.0,3.0,0.0,7.0
3859,3859,7.0,4.0,3.0,7.0,4.0,3.0,0.0,7.0
3860,3860,102.0,92.0,10.0,12.0,8.0,4.0,0.0,12.0
3861,3861,17.0,14.0,3.0,17.0,14.0,3.0,0.0,17.0
3862,3862,116.0,108.0,8.0,116.0,108.0,8.0,0.0,116.0
3863,3863,18.0,16.0,2.0,18.0,16.0,2.0,0.0,18.0
3864,3864,7.0,6.0,1.0,7.0,6.0,1.0,0.0,7.0
3865,3865,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
3866,3866,18.0,16.0,2.0,18.0,16.0,2.0,0.0,18.0
3867,3867,29.0,23.0,6.0,29.0,23.0,6.0,0.0,29.0
3868,3868,36.0,31.0,5.0,36.0,31.0,5.0,0.0,36.0
3869,3869,124.0,115.0,9.0,124.0,115.0,9.0,1.0,125.0
3870,3870,8.0,3.0,5.0,5.0,2.0,3.0,0.0,5.0
3871,3871,13.0,7.0,6.0,13.0,7.0,6.0,0.0,13.0
3872,3872,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
3873,3873,31.0,26.0,5.0,31.0,26.0,5.0,0.0,31.0
3874,3874,116.0,110.0,6.0,0.0,0.0,0.0,0.0,0.0
3875,3875,4.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0
3876,3876,8.0,0.0,8.0,8.0,0.0,8.0,0.0,8.0
3877,3877,32.0,19.0,13.0,32.0,19.0,13.0,0.0,32.0
3878,3878,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
3879,3879,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
3880,3880,6.0,5.0,1.0,6.0,5.0,1.0,0.0,6.0
3881,3881,75.0,63.0,12.0,75.0,63.0,12.0,0.0,75.0
3882,3882,5.0,4.0,1.0,5.0,4.0,1.0,0.0,5.0
3883,3883,24.0,21.0,3.0,3.0,2.0,1.0,0.0,3.0
3884,3884,12.0,9.0,3.0,12.0,9.0,3.0,0.0,12.0
3885,3885,17.0,14.0,3.0,17.0,14.0,3.0,0.0,17.0
3886,3886,26.0,,,26.0,,,0.0,26.0
3887,3887,11.0,10.0,1.0,11.0,10.0,1.0,0.0,11.0
3888,3888,271.0,256.0,15.0,264.0,249.0,15.0,0.0,264.0
3889,3889,16.0,14.0,2.0,8.0,6.0,2.0,0.0,8.0
3890,3890,11.0,9.0,2.0,4.0,3.0,1.0,0.0,4.0
3891,3891,29.0,26.0,3.0,7.0,4.0,3.0,0.0,7.0
3892,3892,29.0,25.0,4.0,29.0,25.0,4.0,0.0,29.0
3893,3893,160.0,146.0,14.0,160.0,146.0,14.0,0.0,160.0
3894,3894,9.0,7.0,2.0,9.0,7.0,2.0,0.0,9.0
3895,3895,12.0,7.0,5.0,12.0,7.0,5.0,0.0,12.0
3896,3896,12.0,10.0,2.0,12.0,10.0,2.0,0.0,12.0
3897,3897,17.0,14.0,3.0,17.0,14.0,3.0,0.0,17.0
3898,3898,70.0,,,50.0,,,0.0,50.0
3899,3899,7.0,4.0,3.0,7.0,4.0,3.0,0.0,7.0
3900,3900,93.0,89.0,4.0,80.0,76.0,4.0,0.0,80.0
3901,3901,57.0,52.0,5.0,37.0,37.0,0.0,0.0,37.0
3902,3902,7.0,6.0,1.0,3.0,3.0,0.0,0.0,3.0
3903,3903,6.0,5.0,1.0,6.0,5.0,1.0,0.0,6.0
3904,3904,9.0,5.0,4.0,5.0,3.0,2.0,0.0,5.0
3905,3905,21.0,18.0,3.0,21.0,18.0,3.0,0.0,21.0
3906,3906,18.0,16.0,2.0,18.0,16.0,2.0,0.0,18.0
3907,3907,47.0,41.0,6.0,47.0,41.0,6.0,0.0,47.0
3908,3908,7.0,6.0,1.0,6.0,5.0,1.0,0.0,6.0
3909,3909,160.0,152.0,8.0,0.0,0.0,0.0,0.0,0.0
3910,3910,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
3911,3911,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
3912,3912,44.0,40.0,4.0,44.0,40.0,4.0,0.0,44.0
3913,3913,132.0,127.0,5.0,132.0,127.0,5.0,0.0,132.0
3914,3914,5.0,3.0,2.0,3.0,2.0,1.0,0.0,3.0
3915,3915,4.0,2.0,2.0,3.0,2.0,1.0,0.0,3.0
3916,3916,39.0,32.0,7.0,5.0,3.0,2.0,0.0,5.0
3917,3917,12.0,6.0,6.0,6.0,3.0,3.0,0.0,6.0
3918,3918,28.0,24.0,4.0,28.0,24.0,4.0,0.0,28.0
3919,3919,27.0,25.0,2.0,1.0,0.0,1.0,0.0,1.0
3920,3920,20.0,13.0,7.0,8.0,3.0,5.0,0.0,8.0
3921,3921,10.0,5.0,5.0,10.0,5.0,5.0,0.0,10.0
3922,3922,66.0,59.0,7.0,66.0,59.0,7.0,0.0,66.0
3923,3923,21.0,15.0,6.0,21.0,15.0,6.0,0.0,21.0
3924,3924,22.0,,,22.0,,,0.0,22.0
3925,3925,23.0,16.0,7.0,23.0,16.0,7.0,0.0,23.0
3926,3926,19.0,17.0,2.0,7.0,7.0,0.0,0.0,7.0
3927,3927,68.0,64.0,4.0,68.0,64.0,4.0,0.0,68.0
3928,3928,14.0,13.0,1.0,14.0,13.0,1.0,0.0,14.0
3929,3929,4.0,2.0,2.0,4.0,2.0,2.0,0.0,4.0
3930,3930,30.0,26.0,4.0,6.0,5.0,1.0,0.0,6.0
3931,3931,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
3932,3932,7.0,6.0,1.0,7.0,6.0,1.0,0.0,7.0
3933,3933,142.0,132.0,10.0,2.0,0.0,2.0,0.0,2.0
3934,3934,22.0,,,22.0,,,0.0,22.0
3935,3935,293.0,273.0,20.0,1.0,1.0,0.0,0.0,1.0
3936,3936,20.0,18.0,2.0,15.0,13.0,2.0,0.0,15.0
3937,3937,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
3938,3938,9.0,6.0,3.0,7.0,4.0,3.0,0.0,7.0
3939,3939,28.0,26.0,2.0,28.0,26.0,2.0,0.0,28.0
3940,3940,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0
3941,3941,239.0,227.0,12.0,3.0,3.0,0.0,0.0,3.0
3942,3942,76.0,69.0,7.0,57.0,52.0,5.0,0.0,57.0
3943,3943,12.0,6.0,6.0,12.0,6.0,6.0,0.0,12.0
3944,3944,14.0,10.0,4.0,14.0,10.0,4.0,0.0,14.0
3945,3945,52.0,47.0,5.0,51.0,46.0,5.0,0.0,51.0
3946,3946,4.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0
3947,3947,24.0,21.0,3.0,2.0,1.0,1.0,0.0,2.0
3948,3948,19.0,17.0,2.0,3.0,1.0,2.0,0.0,3.0
3949,3949,10.0,7.0,3.0,10.0,7.0,3.0,0.0,10.0
3950,3950,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
3951,3951,10.0,4.0,6.0,9.0,3.0,6.0,0.0,9.0
3952,3952,60.0,49.0,11.0,60.0,49.0,11.0,0.0,60.0
3953,3953,9.0,7.0,2.0,1.0,0.0,1.0,0.0,1.0
3954,3954,52.0,49.0,3.0,52.0,49.0,3.0,0.0,52.0
3955,3955,8.0,5.0,3.0,8.0,5.0,3.0,0.0,8.0
3956,3956,7.0,5.0,2.0,7.0,5.0,2.0,0.0,7.0
3957,3957,9.0,5.0,4.0,9.0,5.0,4.0,0.0,9.0
3958,3958,6.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0
3959,3959,12.0,9.0,3.0,12.0,9.0,3.0,0.0,12.0
3960,3960,11.0,9.0,2.0,2.0,2.0,0.0,0.0,2.0
3961,3961,10.0,8.0,2.0,6.0,4.0,2.0,0.0,6.0
3962,3962,21.0,18.0,3.0,5.0,4.0,1.0,0.0,5.0
3963,3963,12.0,,,12.0,,,0.0,12.0
3964,3964,14.0,12.0,2.0,13.0,11.0,2.0,0.0,13.0
3965,3965,48.0,45.0,3.0,48.0,45.0,3.0,0.0,48.0
3966,3966,80.0,74.0,6.0,16.0,16.0,0.0,0.0,16.0
3967,3967,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
3968,3968,3.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0
3969,3969,15.0,13.0,2.0,15.0,13.0,2.0,0.0,15.0
3970,3970,18.0,16.0,2.0,1.0,0.0,1.0,0.0,1.0
3971,3971,34.0,29.0,5.0,34.0,29.0,5.0,0.0,34.0
3972,3972,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0
3973,3973,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
3974,3974,10.0,6.0,4.0,10.0,6.0,4.0,0.0,10.0
3975,3975,65.0,58.0,7.0,65.0,58.0,7.0,0.0,65.0
3976,3976,10.0,8.0,2.0,10.0,8.0,2.0,0.0,10.0
3977,3977,29.0,26.0,3.0,10.0,9.0,1.0,0.0,10.0
3978,3978,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
3979,3979,8.0,7.0,1.0,8.0,7.0,1.0,0.0,8.0
3980,3980,7.0,0.0,7.0,7.0,0.0,7.0,0.0,7.0
3981,3981,22.0,18.0,4.0,21.0,17.0,4.0,0.0,21.0
3982,3982,51.0,44.0,7.0,3.0,3.0,0.0,0.0,3.0
3983,3983,81.0,76.0,5.0,81.0,76.0,5.0,0.0,81.0
3984,3984,53.0,49.0,4.0,34.0,32.0,2.0,0.0,34.0
3985,3985,43.0,37.0,6.0,42.0,36.0,6.0,0.0,42.0
3986,3986,24.0,20.0,4.0,24.0,20.0,4.0,0.0,24.0
3987,3987,15.0,10.0,5.0,15.0,10.0,5.0,0.0,15.0
3988,3988,10.0,9.0,1.0,8.0,7.0,1.0,0.0,8.0
3989,3989,14.0,12.0,2.0,1.0,0.0,1.0,0.0,1.0
3990,3990,15.0,12.0,3.0,15.0,12.0,3.0,0.0,15.0
3991,3991,53.0,48.0,5.0,53.0,48.0,5.0,0.0,53.0
3992,3992,137.0,129.0,8.0,9.0,9.0,0.0,0.0,9.0
3993,3993,63.0,57.0,6.0,63.0,57.0,6.0,0.0,63.0
3994,3994,10.0,8.0,2.0,10.0,8.0,2.0,0.0,10.0
3995,3995,6.0,0.0,6.0,2.0,0.0,2.0,0.0,2.0
3996,3996,78.0,72.0,6.0,72.0,68.0,4.0,0.0,72.0
3997,3997,82.0,76.0,6.0,54.0,52.0,2.0,0.0,54.0
3998,3998,98.0,90.0,8.0,98.0,90.0,8.0,0.0,98.0
3999,3999,49.0,41.0,8.0,49.0,41.0,8.0,0.0,49.0
4000,4000,144.0,139.0,5.0,141.0,137.0,4.0,0.0,141.0
4001,4001,164.0,156.0,8.0,160.0,152.0,8.0,0.0,160.0
4002,4002,12.0,11.0,1.0,2.0,1.0,1.0,0.0,2.0
4003,4003,10.0,9.0,1.0,1.0,1.0,0.0,0.0,1.0
4004,4004,6.0,0.0,6.0,2.0,0.0,2.0,225.0,227.0
4005,4005,14.0,10.0,4.0,14.0,10.0,4.0,0.0,14.0
4006,4006,39.0,,,39.0,,,0.0,39.0
4007,4007,4.0,1.0,3.0,4.0,1.0,3.0,24.0,28.0
4008,4008,4.0,2.0,2.0,4.0,2.0,2.0,0.0,4.0
4009,4009,189.0,176.0,13.0,189.0,176.0,13.0,0.0,189.0
4010,4010,20.0,,,20.0,,,0.0,20.0
4011,4011,15.0,13.0,2.0,11.0,9.0,2.0,0.0,11.0
4012,4012,91.0,85.0,6.0,91.0,85.0,6.0,0.0,91.0
4013,4013,8.0,3.0,5.0,8.0,3.0,5.0,0.0,8.0
4014,4014,123.0,117.0,6.0,123.0,117.0,6.0,0.0,123.0
4015,4015,23.0,,,23.0,,,0.0,23.0
4016,4016,12.0,9.0,3.0,12.0,9.0,3.0,0.0,12.0
4017,4017,35.0,29.0,6.0,35.0,29.0,6.0,0.0,35.0
4018,4018,20.0,11.0,9.0,20.0,11.0,9.0,0.0,20.0
4019,4019,17.0,15.0,2.0,6.0,6.0,0.0,0.0,6.0
4020,4020,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
4021,4021,53.0,48.0,5.0,53.0,48.0,5.0,0.0,53.0
4022,4022,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
4023,4023,19.0,17.0,2.0,16.0,14.0,2.0,0.0,16.0
4024,4024,110.0,105.0,5.0,110.0,105.0,5.0,0.0,110.0
4025,4025,10.0,9.0,1.0,1.0,1.0,0.0,0.0,1.0
4026,4026,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
4027,4027,10.0,2.0,8.0,10.0,2.0,8.0,0.0,10.0
4028,4028,7.0,0.0,7.0,7.0,0.0,7.0,0.0,7.0
4029,4029,28.0,,,18.0,,,0.0,18.0
4030,4030,275.0,260.0,15.0,3.0,3.0,0.0,0.0,3.0
4031,4031,12.0,9.0,3.0,2.0,1.0,1.0,0.0,2.0
4032,4032,142.0,137.0,5.0,2.0,2.0,0.0,0.0,2.0
4033,4033,20.0,19.0,1.0,20.0,19.0,1.0,0.0,20.0
4034,4034,9.0,6.0,3.0,9.0,6.0,3.0,0.0,9.0
4035,4035,41.0,37.0,4.0,34.0,30.0,4.0,0.0,34.0
4036,4036,18.0,16.0,2.0,1.0,1.0,0.0,0.0,1.0
4037,4037,230.0,212.0,18.0,230.0,212.0,18.0,0.0,230.0
4038,4038,4.0,1.0,3.0,4.0,1.0,3.0,0.0,4.0
4039,4039,49.0,44.0,5.0,8.0,8.0,0.0,0.0,8.0
4040,4040,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
4041,4041,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0
4042,4042,9.0,1.0,8.0,9.0,1.0,8.0,0.0,9.0
4043,4043,3.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0
4044,4044,12.0,2.0,10.0,12.0,2.0,10.0,0.0,12.0
4045,4045,141.0,129.0,12.0,141.0,129.0,12.0,0.0,141.0
4046,4046,32.0,26.0,6.0,32.0,26.0,6.0,0.0,32.0
4047,4047,70.0,61.0,9.0,70.0,61.0,9.0,0.0,70.0
4048,4048,21.0,19.0,2.0,6.0,4.0,2.0,0.0,6.0
4049,4049,19.0,13.0,6.0,6.0,5.0,1.0,0.0,6.0
4050,4050,23.0,0.0,23.0,2.0,0.0,2.0,2.0,4.0
4051,4051,4.0,0.0,4.0,4.0,0.0,4.0,30.0,34.0
4052,4052,34.0,30.0,4.0,5.0,3.0,2.0,0.0,5.0
4053,4053,95.0,89.0,6.0,95.0,89.0,6.0,3.0,98.0
4054,4054,16.0,14.0,2.0,16.0,14.0,2.0,0.0,16.0
4055,4055,143.0,134.0,9.0,143.0,134.0,9.0,0.0,143.0
4056,4056,8.0,7.0,1.0,8.0,7.0,1.0,0.0,8.0
4057,4057,349.0,316.0,33.0,349.0,316.0,33.0,0.0,349.0
4058,4058,15.0,13.0,2.0,14.0,13.0,1.0,0.0,14.0
4059,4059,14.0,10.0,4.0,14.0,10.0,4.0,0.0,14.0
4060,4060,11.0,0.0,11.0,10.0,0.0,10.0,0.0,10.0
4061,4061,175.0,163.0,12.0,127.0,117.0,10.0,0.0,127.0
4062,4062,23.0,19.0,4.0,23.0,19.0,4.0,0.0,23.0
4063,4063,15.0,13.0,2.0,14.0,12.0,2.0,0.0,14.0
4064,4064,17.0,15.0,2.0,16.0,14.0,2.0,2.0,18.0
4065,4065,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
4066,4066,18.0,11.0,7.0,18.0,11.0,7.0,0.0,18.0
4067,4067,4.0,1.0,3.0,4.0,1.0,3.0,0.0,4.0
4068,4068,6.0,3.0,3.0,6.0,3.0,3.0,0.0,6.0
4069,4069,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
4070,4070,22.0,17.0,5.0,22.0,17.0,5.0,0.0,22.0
4071,4071,5.0,3.0,2.0,3.0,2.0,1.0,0.0,3.0
4072,4072,29.0,26.0,3.0,29.0,26.0,3.0,0.0,29.0
4073,4073,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
4074,4074,16.0,13.0,3.0,5.0,2.0,3.0,0.0,5.0
4075,4075,52.0,49.0,3.0,25.0,22.0,3.0,0.0,25.0
4076,4076,37.0,33.0,4.0,37.0,33.0,4.0,0.0,37.0
4077,4077,73.0,,,73.0,,,0.0,73.0
4078,4078,52.0,46.0,6.0,1.0,0.0,1.0,0.0,1.0
4079,4079,5.0,4.0,1.0,5.0,4.0,1.0,0.0,5.0
4080,4080,16.0,12.0,4.0,16.0,12.0,4.0,0.0,16.0
4081,4081,88.0,80.0,8.0,88.0,80.0,8.0,0.0,88.0
4082,4082,50.0,44.0,6.0,50.0,44.0,6.0,0.0,50.0
4083,4083,10.0,,,3.0,,,0.0,3.0
4084,4084,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
4085,4085,5.0,4.0,1.0,5.0,4.0,1.0,0.0,5.0
4086,4086,7.0,4.0,3.0,3.0,0.0,3.0,0.0,3.0
4087,4087,6.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0
4088,4088,14.0,,,14.0,,,0.0,14.0
4089,4089,53.0,48.0,5.0,15.0,11.0,4.0,0.0,15.0
4090,4090,36.0,,,36.0,,,0.0,36.0
4091,4091,74.0,65.0,9.0,35.0,33.0,2.0,0.0,35.0
4092,4092,27.0,20.0,7.0,27.0,20.0,7.0,0.0,27.0
4093,4093,12.0,10.0,2.0,7.0,7.0,0.0,0.0,7.0
4094,4094,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0
