,flight_id,causes,date,route_simple
3779,3779,Sin datos,1992-07-31,China
3780,3780,Sin datos,1992-08-21,Bolivia
3781,3781,Sin datos,1992-08-25,Arizona
3782,3782,Sin datos,1992-08-27,Peru
3783,3783,Sin datos,1992-08-27,Canada
3784,3784,Sin datos,1992-08-27,Russia
3785,3785,Sin datos,1992-08-31,Angola
3786,3786,Sin datos,1992-09-10,Peru
3787,3787,Sin datos,1992-09-12,Russia
3788,3788,Sin datos,1992-09-16,Hawaii
3789,3789,Sin datos,1992-09-18,Netherlands Antilles
3790,3790,Sin datos,1992-09-19,Colombia
3791,3791,Sin datos,1992-09-21,Russia
3792,3792,Sin datos,1992-09-26,Nigeria
3793,3793,Sin datos,1992-09-28,Nepal
3794,3794,Sin datos,1992-10-04,Netherlands
3795,3795,Sin datos,1992-10-07,West Virginia
3796,3796,Sin datos,1992-10-08,China
3797,3797,Sin datos,1992-10-09,Somalia
3798,3798,Sin datos,1992-10-18,Indonesia
3799,3799,Sin datos,1992-10-19,Russia
3800,3800,Sin datos,1992-10-21,Peru
3801,3801,Sin datos,1992-10-29,Russia
3802,3802,Sin datos,1992-11-11,India
3803,3803,Sin datos,1992-11-11,Russia
3804,3804,Sin datos,1992-11-14,Vietnam
3805,3805,Sin datos,1992-11-15,Dominican Republic
3806,3806,Sin datos,1992-11-24,China
3807,3807,Sin datos,1992-11-30,Montana
3808,3808,Sin datos,1992-12-09,Mexico
3809,3809,Sin datos,1992-12-13,Congo
3810,3810,Sin datos,1992-12-14,Georgia
3811,3811,Sin datos,1992-12-21,Portugal
3812,3812,Sin datos,1992-12-22,Libya
3813,3813,Sin datos,1993-01-03,Utah
3814,3814,Sin datos,1993-01-06,France
3815,3815,Sin datos,1993-01-09,Indonesia
3816,3816,Sin datos,1993-01-13,England
3817,3817,Sin datos,1993-01-14,Canada
3818,3818,Sin datos,1993-01-27,Democratic Republic Congo
3819,3819,Sin datos,1993-01-31,Indonesia
3820,3820,Sin datos,1993-02-08,Iran
3821,3821,Sin datos,1993-02-10,Afghanistan
3822,3822,Sin datos,1993-02-20,Colombia
3823,3823,Sin datos,1993-02-28,Taiwan
3824,3824,Sin datos,1993-03-05,Macedonia
3825,3825,Sin datos,1993-03-23,Brazil
3826,3826,Sin datos,1993-03-31,Alaska
3827,3827,Sin datos,1993-04-01,Tennesee
3828,3828,Sin datos,1993-04-02,Venezuela
3829,3829,Fallas en el diseño,1993-04-06,Alaska
3830,3830,Sin datos,1993-04-19,Iowa
3831,3831,Sin datos,1993-04-23,Mongolia
3832,3832,Sin datos,1993-04-26,India
3833,3833,Sin datos,1993-04-27,Gambia
3834,3834,Sin datos,1993-04-27,Afghanistan
3835,3835,Sin datos,1993-05-11,Fiji
3836,3836,Sin datos,1993-05-15,Mexico
3837,3837,Sin datos,1993-05-19,Colombia
3838,3838,Sin datos,1993-06-06,Colombia
3839,3839,Sin datos,1993-06-09,Papua New Guinea
3840,3840,Sin datos,1993-06-16,Indonesia
3841,3841,Sin datos,1993-06-17,Georgia
3842,3842,Sin datos,1993-07-01,Indonesia
3843,3843,Sin datos,1993-07-06,Georgia
3844,3844,Sin datos,1993-07-12,Alabama
3845,3845,Sin datos,1993-07-23,China
3846,3846,Sin datos,1993-07-26,South Korea
3847,3847,Sin datos,1993-07-30,Malaysia
3848,3848,Sin datos,1993-07-31,Nepal
3849,3849,Sin datos,1993-08-18,Cuba
3850,3850,Sin datos,1993-08-26,Russia
3851,3851,Sabotaje o terrorismo,1993-08-28,Tajikistan
3852,3852,Sin datos,1993-09-14,Poland
3853,3853,Sabotaje o terrorismo,1993-09-21,Georgia
3854,3854,Sin datos,1993-09-22,Georgia
3855,3855,Sin datos,1993-10-04,Georgia
3856,3856,Sin datos,1993-10-25,New Zealand
3857,3857,Sin datos,1993-10-26,China
3858,3858,Sin datos,1993-10-27,Norway
3859,3859,Sin datos,1993-11-10,Canada
3860,3860,Sin datos,1993-11-13,China
3861,3861,Insuficiente combustible,1993-11-15,Iran
3862,3862,Sin datos,1993-11-20,Macedonia
3863,3863,Sin datos,1993-12-01,Minnesota
3864,3864,Sin datos,1993-12-03,Canada
3865,3865,Sin datos,1993-12-09,Senegal
3866,3866,Sin datos,1993-12-13,Laos
3867,3867,Sin datos,1993-12-15,Philippines
3868,3868,Sin datos,1993-12-26,Armenia
3869,3869,Sin datos,1994-01-03,Russia
3870,3870,Sin datos,1994-01-07,Ohio
3871,3871,Sin datos,1994-02-24,Russia
3872,3872,Sin datos,1994-02-25,England
3873,3873,Sin datos,1994-02-25,Peru
3874,3874,Sin datos,1994-03-02,New York
3875,3875,Sin datos,1994-03-08,India
3876,3876,Sin datos,1994-03-14,Kenya
3877,3877,Sin datos,1994-03-17,Nag
3878,3878,Sin datos,1994-03-18,Florida
3879,3879,Sin datos,1994-03-18,Washington
3880,3880,Sin datos,1994-03-21,Australia
3881,3881,Sin datos,1994-03-23,Russia
3882,3882,Sin datos,1994-04-03,Nevada
3883,3883,Sin datos,1994-04-04,Netherlands
3884,3884,Sabotaje o terrorismo,1994-04-06,Rwanda
3885,3885,Sin datos,1994-04-06,Ecuador
3886,3886,Sin datos,1994-04-14,Northern Iraq
3887,3887,Sin datos,1994-04-25,Indonesia
3888,3888,Sin datos,1994-04-26,Japan
3889,3889,Sin datos,1994-05-07,Brazil
3890,3890,Sin datos,1994-05-23,Colombia
3891,3891,Sin datos,1994-05-28,Colombia
3892,3892,Sin datos,1994-06-02,Scotland
3893,3893,Sin datos,1994-06-06,China
3894,3894,Sin datos,1994-06-13,Mexico
3895,3895,Sin datos,1994-06-18,Indonesia
3896,3896,Sin datos,1994-06-18,Virginia
3897,3897,Sin datos,1994-06-26,Ivory Coast
3898,3898,Sin datos,1994-06-29,Afghanistan
3899,3899,Sin datos,1994-06-30,France
3900,3900,Sin datos,1994-07-01,Mauritania
3901,3901,Sin datos,1994-07-02,North Carolina
3902,3902,Sin datos,1994-07-14,Hawaii
3903,3903,Sin datos,1994-07-17,Martinique
3904,3904,Sin datos,1994-07-17,Democratic Republic Congo
3905,3905,Sabotaje o terrorismo,1994-07-19,Panama
3906,3906,Sin datos,1994-07-26,Indonesia
3907,3907,Sin datos,1994-08-05,Russia
3908,3908,Sin datos,1994-08-07,Alaska
3909,3909,Sin datos,1994-08-10,South Korea
3910,3910,Sin datos,1994-08-11,Alaska
3911,3911,Sin datos,1994-08-12,New Jersey
3912,3912,Sin datos,1994-08-21,Morocco
3913,3913,Fallas en el diseño,1994-09-08,Pennsylvania
3914,3914,Sin datos,1994-09-13,Nigeria
3915,3915,Sin datos,1994-09-17,Canada
3916,3916,Insuficiente combustible,1994-09-18,Algeria
3917,3917,Sin datos,1994-09-23,Hong Kong
3918,3918,Insuficiente combustible,1994-09-26,Russia
3919,3919,Sin datos,1994-09-28,Paraguay
3920,3920,Sin datos,1994-09-30,Russia
3921,3921,Sin datos,1994-10-08,Colombia
3922,3922,Sin datos,1994-10-12,Iran
3923,3923,Sin datos,1994-10-14,Brazil
3924,3924,Sin datos,1994-10-26,Angola
3925,3925,Sin datos,1994-10-29,Russia
3926,3926,Sin datos,1994-10-29,Russia
3927,3927,Fallas en el diseño,1994-10-31,Indiana
3928,3928,Sin datos,1994-11-01,Mexico
3929,3929,Sin datos,1994-11-04,Indonesia
3930,3930,Sin datos,1994-11-05,Peru
3931,3931,Sin datos,1994-11-16,California
3932,3932,Sin datos,1994-11-22,Papua New Guinea
3933,3933,Sin datos,1994-11-22,Missouri
3934,3934,Sin datos,1994-11-25,Angola
3935,3935,Sabotaje o terrorismo,1994-12-10,Pacific Ocean
3936,3936,Sin datos,1994-12-13,North Carolina
3937,3937,Sin datos,1994-12-15,Angola
3938,3938,Sin datos,1994-12-17,Venezuela
3939,3939,Sin datos,1994-12-17,New Guinea
3940,3940,Sin datos,1994-12-21,England
3941,3941,Sabotaje o terrorismo,1994-12-26,Algeria
3942,3942,Sin datos,1994-12-29,Turkey
3943,3943,Sin datos,1995-01-05,Iran
3944,3944,Sin datos,1995-01-10,Inodnesia
3945,3945,Sin datos,1995-01-11,Colombia
3946,3946,Sin datos,1995-01-14,California
3947,3947,Sin datos,1995-01-17,Nepal
3948,3948,Sin datos,1995-01-20,Russia
3949,3949,Sin datos,1995-01-20,France
3950,3950,Sin datos,1995-02-16,Missouri
3951,3951,Sin datos,1995-03-16,Russia
3952,3952,Error de tráfico aéreo,1995-03-31,Romania
3953,3953,Sin datos,1995-04-23,Nigeria
3954,3954,Sin datos,1995-04-29,Sri Lanka
3955,3955,Sin datos,1995-05-01,Canada
3956,3956,Sin datos,1995-05-03,Ecuador
3957,3957,Sin datos,1995-05-09,Colombia
3958,3958,Sin datos,1995-05-13,Idaho
3959,3959,Sin datos,1995-05-24,England
3960,3960,Sin datos,1995-05-25,Colombia
3961,3961,Sin datos,1995-05-29,Senegal
3962,3962,Sin datos,1995-06-09,New Zealand
3963,3963,Sin datos,1995-06-16,Russia
3964,3964,Sin datos,1995-06-16,Russia
3965,3965,Sin datos,1995-06-17,Angola
3966,3966,Sin datos,1995-06-24,Nigeria
3967,3967,Sin datos,1995-06-27,Dominican Republic
3968,3968,Sin datos,1995-07-01,Papua New Guinea
3969,3969,Fuego en la cabina,1995-07-12,Papua New Guinea
3970,3970,Sin datos,1995-07-17, Indonesia
3971,3971,Sin datos,1995-07-18,Madagascar
3972,3972,Sin datos,1995-07-25,Papua New Guinea
3973,3973,Sin datos,1995-08-02,South Africa
3974,3974,Sin datos,1995-08-09,Indonesia
3975,3975,Tormenta eléctrica,1995-08-09,El Salvador
3976,3976,Sin datos,1995-08-14,Colombia
3977,3977,Sin datos,1995-08-21,Georgia
3978,3978,Sin datos,1995-09-01,Alaska
3979,3979,Sin datos,1995-09-02,Arizona
3980,3980,Sin datos,1995-09-02,Canada
3981,3981,Sin datos,1995-09-09,Colombia
3982,3982,Insuficiente combustible,1995-09-11,Afghanistan
3983,3983,Sin datos,1995-09-12,Sri Lanka
3984,3984,Sin datos,1995-09-15, Malaysia
3985,3985,Sin datos,1995-09-21,Mongolia
3986,3986,Aves,1995-09-22,Alaska
3987,3987,Sin datos,1995-09-24,Russia
3988,3988,Sin datos,1995-09-27,Canada
3989,3989,Sin datos,1995-10-03,Indonesia
3990,3990,Sin datos,1995-10-04,Kirghizia
3991,3991,Sin datos,1995-11-09,Argentina
3992,3992,Sin datos,1995-11-13,Nigeria
3993,3993,Sin datos,1995-11-22,Sri Lanka
3994,3994,Sin datos,1995-11-29,Malaysia
3995,3995,Sin datos,1995-11-30,Azerbaijan
3996,3996,Sin datos,1995-12-03,Cameroon
3997,3997,Sin datos,1995-12-05,Russia
3998,3998,Sin datos,1995-12-07,Russia
3999,3999,Sin datos,1995-12-13,Italy
4000,4000,Sin datos,1995-12-18,Angola
4001,4001,Sin datos,1995-12-20,Colombia
4002,4002,Sin datos,1995-12-22,Papua New Guinea
4003,4003,Sin datos,1996-01-08,Barbados
4004,4004,Sin datos,1996-01-08,Zaire
4005,4005,Sin datos,1996-01-18,Nigeria
4006,4006,Sin datos,1996-01-22,Sri Lanka
4007,4007,Sin datos,1996-02-04,Paraguay
4008,4008,Sin datos,1996-02-05,Arizona
4009,4009,Sin datos,1996-02-06,Domincan Republic
4010,4010,Sin datos,1996-02-11,Afghanistan
4011,4011,Sin datos,1996-02-12,Hati
4012,4012,Sin datos,1996-02-26,Sudan
4013,4013,Sin datos,1996-02-27,Angola
4014,4014,Sin datos,1996-02-29,Peru
4015,4015,Sin datos,1996-03-09,Peru
4016,4016,Sin datos,1996-03-12,Turkmenistan
4017,4017,Sin datos,1996-04-03,Croatia
4018,4018,Insuficiente combustible,1996-04-05,Russia
4019,4019,Sin datos,1996-04-05,Taiwan
4020,4020,Sin datos,1996-04-11,Wyoming
4021,4021,Sin datos,1996-05-03,Sudan
4022,4022,Sin datos,1996-05-09,Canada
4023,4023,Sin datos,1996-05-10,Mexico
4024,4024,Fuego en la cabina,1996-05-11,Florida
4025,4025,Sin datos,1996-05-11,Papua New Guinea
4026,4026,Sin datos,1996-05-19,United Kingdom
4027,4027,Sin datos,1996-06-06,Democratic Republic Congo
4028,4028,Sin datos,1996-06-09,Iran
4029,4029,Sin datos,1996-06-12,Queensland  Australia
4030,4030,Sin datos,1996-06-13,Japan
4031,4031,Sin datos,1996-06-21,China
4032,4032,Sin datos,1996-07-06,Florida
4033,4033,Sin datos,1996-07-09,New Guinea
4034,4034,Sin datos,1996-07-11,India
4035,4035,Sin datos,1996-07-15,The Netherlands
4036,4036,Sin datos,1996-07-17,Mexico
4037,4037,Sin datos,1996-07-17,New York
4038,4038,Sin datos,1996-07-20,Alaska
4039,4039,Sin datos,1996-07-24,Manmar
4040,4040,Sin datos,1996-08-12,Canada
4041,4041,Sin datos,1996-08-14,Canada
4042,4042,Sin datos,1996-08-17,Wyoming
4043,4043,Sin datos,1996-08-18,Canada2
4044,4044,Sin datos,1996-08-19,Yugosalvia
4045,4045,Sin datos,1996-08-29,Norway
4046,4046,Sin datos,1996-09-25,Netherlands
4047,4047,Sin datos,1996-10-02,Peru
4048,4048,Sin datos,1996-10-03,Congo
4049,4049,Sin datos,1996-10-06,Angola
4050,4050,Sin datos,1996-10-08,Italy
4051,4051,Sin datos,1996-10-22,Ecuador
4052,4052,Sin datos,1996-10-26,Russia
4053,4053,Sin datos,1996-10-31,Brazil
4054,4054,Sin datos,1996-11-01,Guatemala
4055,4055,Error de tráfico aéreo,1996-11-07,Nigeria
4056,4056,Sin datos,1996-11-07,France
4057,4057,Sin datos,1996-11-12,India
4058,4058,Sin datos,1996-11-14,Russia
4059,4059,Sin datos,1996-11-19,Illinois
4060,4060,Sin datos,1996-11-22,CA
4061,4061,Sin datos,1996-11-23,Comoros
4062,4062,Sin datos,1996-11-27,Russia
4063,4063,Sin datos,1996-11-30,Colombia
4064,4064,Sin datos,1996-12-07,Indonesia
4065,4065,Sin datos,1996-12-09,Idaho
4066,4066,Sin datos,1996-12-17,Russia
4067,4067,Sin datos,1996-12-21,Colombia
4068,4068,Sin datos,1996-12-22,Virginia
4069,4069,Sin datos,1996-12-24,New Hampshire
4070,4070,Sin datos,1996-12-24,India
4071,4071,Sin datos,1997-01-07,Samoa
4072,4072,Sin datos,1997-01-09,Michigan
4073,4073,Sin datos,1997-01-29,Alaska
4074,4074,Sin datos,1997-01-31,Nigeria
4075,4075,Sin datos,1997-02-01,Senegal
4076,4076,Sin datos,1997-02-02,Angola
4077,4077,Sin datos,1997-02-04,Northern Israel
4078,4078,Sin datos,1997-02-14,Brazil
4079,4079,Sin datos,1997-02-19,Guatemala
4080,4080,Sin datos,1997-03-12,Angola
4081,4081,Sin datos,1997-03-13,Iran
4082,4082,Sin datos,1997-03-18,Russia
4083,4083,Sin datos,1997-04-01,Honduras
4084,4084,Sin datos,1997-04-04,Georgia
4085,4085,Sin datos,1997-04-10,Alaska
4086,4086,Sin datos,1997-04-14,Democratic Republic Congo
4087,4087,Fuego en la cabina,1997-04-15,Azerbaijan
4088,4088,Sin datos,1997-04-16,Niger
4089,4089,Sin datos,1997-04-19,Indonesia
4090,4090,Sin datos,1997-04-23,Afghanistan
4091,4091,Sin datos,1997-05-08,China
4092,4092,Fuego en la cabina,1997-06-06,Congo
4093,4093,Sin datos,1997-06-10,Mongolia
4094,4094,Sin datos,1997-07-03,India
4095,4095,Sin datos,1997-07-06,Colombia
4096,4096,Sabotaje o terrorismo,1997-07-09,Brazil
4097,4097,Sin datos,1997-07-11,Cuba
4098,4098,Sin datos,1997-07-17,Indonesia
4099,4099,Sin datos,1997-07-18, New Guinea
4100,4100,Sin datos,1997-07-29,Nigeria
4101,4101,Sin datos,1997-07-30,Italy
4102,4102,Sin datos,1997-08-06,Guam
4103,4103,Sin datos,1997-08-07,Florida
4104,4104,Sin datos,1997-08-10,Taiwan
4105,4105,Sin datos,1997-08-29,Venezuela
4106,4106,Sin datos,1997-09-03,Cambodia
4107,4107,Sin datos,1997-09-06,Malaysia
4108,4108,Sin datos,1997-09-12,Zaire
4109,4109,Sin datos,1997-09-13,Africa
4110,4110,Error de tráfico aéreo,1997-09-26,Indonesia
4111,4111,Sin datos,1997-10-08,Colorado
4112,4112,Sin datos,1997-10-10,Uruguay
4113,4113,Sin datos,1997-10-10,Taiwan
4114,4114,Sin datos,1997-10-12,California
4115,4115,Sin datos,1997-10-29,Afghanistan
4116,4116,Sin datos,1997-11-08,Alaska
4117,4117,Fallas en el diseño,1997-12-05,Russia
4118,4118,Sin datos,1997-12-09,Canada
4119,4119,Sin datos,1997-12-13,Bolivia
4120,4120,Sin datos,1997-12-15,United Arab Emirates
4121,4121,Sin datos,1997-12-17,Greece
4122,4122,Sin datos,1997-12-19,Indonesia
4123,4123,Sin datos,1997-12-20,Greece
4124,4124,Sin datos,1997-12-27,off Angola
4125,4125,Sin datos,1997-12-28,Over the Pacific Ocean
4126,4126,Sin datos,1997-12-31,Panama
4127,4127,Sin datos,1998-01-13,Czech Republic
4128,4128,Insuficiente combustible,1998-01-13,Pakistan
4129,4129,Sin datos,1998-01-27,Myanmar
4130,4130,Sin datos,1998-02-02,Philippines
4131,4131,Sin datos,1998-02-03,Italy
4132,4132,Sin datos,1998-02-04,Portugal
4133,4133,Sin datos,1998-02-05,Spain
4134,4134,Sin datos,1998-02-12,Sudan
4135,4135,Sin datos,1998-02-16,Taiwan
4136,4136,Sin datos,1998-03-10,Kenya
4137,4137,Sin datos,1998-03-18,Taiwan
4138,4138,Sin datos,1998-03-19,Afghanistan
4139,4139,Sin datos,1998-03-22,Philippines
4140,4140,Sin datos,1998-03-28,Peru
4141,4141,Sin datos,1998-03-31,Mexico
4142,4142,Sin datos,1998-04-20,Colombia
4143,4143,Sin datos,1998-05-05,Peru
4144,4144,Sin datos,1998-05-12,Mauritania
4145,4145,Sin datos,1998-05-25,Laos
4146,4146,Sin datos,1998-05-25,North Carolina
4147,4147,Sin datos,1998-05-26,Mongolia
4148,4148,Sin datos,1998-06-18,Canada
4149,4149,Sin datos,1998-06-25,Hawaii
4150,4150,Sin datos,1998-07-13,United Arab Emirates
4151,4151,Sin datos,1998-07-16,Argentina
4152,4152,Sin datos,1998-07-17,Eritrea
4153,4153,Sin datos,1998-07-23,Mexico
4154,4154,Sin datos,1998-07-27,England
4155,4155,Sin datos,1998-07-28,Spain
4156,4156,Sin datos,1998-07-29,Brazil
4157,4157,Sin datos,1998-07-30,France
4158,4158,Sin datos,1998-07-30,India
4159,4159,Sin datos,1998-08-04,Canada
4160,4160,Sin datos,1998-08-11,Angola
4161,4161,Sin datos,1998-08-19,New Zealand
4162,4162,Sin datos,1998-08-21,Nepal
4163,4163,Sin datos,1998-08-24,South Africa
4164,4164,Sin datos,1998-08-24,Myanmar
4165,4165,Sin datos,1998-08-29,Ecuador
4166,4166,Sin datos,1998-09-02,Canada
4167,4167,Sabotaje o terrorismo,1998-09-02,Angola
4168,4168,Sin datos,1998-09-09,Alaska
4169,4169,Sin datos,1998-09-10,Pakistan
4170,4170,Sin datos,1998-09-25,Morroco
4171,4171,Sin datos,1998-09-28,Cape Verde
4172,4172,Sabotaje o terrorismo,1998-09-29,Sri Lanka
4173,4173,Sin datos,1998-10-02,Venezuela
4174,4174,Sin datos,1998-10-10,Congo
4175,4175,Sin datos,1998-10-21,Armenia
4176,4176,Sin datos,1998-10-25,Uganda
4177,4177,Sin datos,1998-11-01,Guatemala
4178,4178,Sin datos,1998-11-11,Russia
4179,4179,Sin datos,1998-11-21,Maryland
4180,4180,Sin datos,1998-12-07,Canada
4181,4181,Sin datos,1998-12-11,Thailand
4182,4182,Sabotaje o terrorismo,1998-12-14,Angola
4183,4183,Sin datos,1998-12-17,Angola
4184,4184,Sin datos,1998-12-22,Colombia
4185,4185,Sin datos,1998-12-26,Angola
4186,4186,Sin datos,1999-01-02,Angola
4187,4187,Sin datos,1999-01-12,England
4188,4188,Sin datos,1999-01-13,Germany
4189,4189,Sin datos,1999-01-13,Canada
4190,4190,Sin datos,1999-01-16,Australia
4191,4191,Sin datos,1999-01-21,Nicaragua
4192,4192,Sin datos,1999-02-02,Angola
4193,4193,Sin datos,1999-02-03,Papua New Guinea
4194,4194,Sin datos,1999-02-08, Democratic Republic Congo
4195,4195,Sin datos,1999-02-24,China
4196,4196,Sin datos,1999-02-25,Italy
4197,4197,Sin datos,1999-03-07,India
4198,4198,Sin datos,1999-03-18,Colombia
4199,4199,Sin datos,1999-03-19,Canada
4200,4200,Sin datos,1999-04-07,Brazil
4201,4201,Sin datos,1999-04-07,Turkey
4202,4202,Sin datos,1999-04-08,Colombia
4203,4203,Sin datos,1999-04-15,China
4204,4204,Sin datos,1999-05-08,Vanuatu
4205,4205,Sin datos,1999-05-24,Malaysia
4206,4206,Sin datos,1999-05-29,Kenya
4207,4207,Sin datos,1999-06-01,Arkansas
4208,4208,Sin datos,1999-06-03,Sudan
4209,4209,Sin datos,1999-06-09,Philippines
4210,4210,Sin datos,1999-06-09,Alaska
4211,4211,Sin datos,1999-06-17,Papua New Guinea
4212,4212,Sin datos,1999-06-25,Canada
4213,4213,Sabotaje o terrorismo,1999-07-01,Angola
4214,4214,Sin datos,1999-07-02,Myanmar
4215,4215,Sin datos,1999-07-04,Colombia
4216,4216,Sin datos,1999-07-07,Nepal
4217,4217,Sin datos,1999-07-09,Mexico
4218,4218,Sin datos,1999-07-16,Massachusetts
4219,4219,Sabotaje o terrorismo,1999-07-23,Japan
4220,4220,Sin datos,1999-07-23,Colombia
4221,4221,Sin datos,1999-07-24,Fiji
4222,4222,Sin datos,1999-08-07,Cape Verde Islands
4223,4223,Sin datos,1999-08-22,China
4224,4224,Sin datos,1999-08-24,Taiwan
4225,4225,Sin datos,1999-08-26,Uzbekistan
4226,4226,Sin datos,1999-08-31,Argentina
4227,4227,Sin datos,1999-09-05,Nepal
4228,4228,Sin datos,1999-09-14,Spain
4229,4229,Sin datos,1999-09-14,Romania
4230,4230,Sin datos,1999-09-14,Brazil
4231,4231,Sin datos,1999-09-17,Mexico
4232,4232,Sin datos,1999-10-02,Saudi Arabia
4233,4233,Sin datos,1999-10-24,Venezuela
4234,4234,Sin datos,1999-10-25,South Dakota
4235,4235,Sin datos,1999-10-31,Massachusetts
4236,4236,Sin datos,1999-11-09,Mexico
4237,4237,Error de tráfico aéreo,1999-11-12,Kosovo
4238,4238,Sin datos,1999-12-05,Russia
4239,4239,Sin datos,1999-12-07,Philippines
4240,4240,Sin datos,1999-12-10,Kuwait
4241,4241,Sin datos,1999-12-11,Azores (Portugal)
4242,4242,Sin datos,1999-12-21,Guatemala
4243,4243,Sin datos,1999-12-22,United Kingdom
4244,4244,Sin datos,1999-12-24,Afghanistan
4245,4245,Sin datos,1999-12-25,Venezuela
4246,4246,Sin datos,1999-12-25,Nepal
4247,4247,Sin datos,1999-12-29,Turkey
4248,4248,Sin datos,2000-01-05,Nigeria
4249,4249,Sin datos,2000-01-10,Switzerland
4250,4250,Sin datos,2000-01-13,Libya
4251,4251,Sin datos,2000-01-15,Costa Rica
4252,4252,Sin datos,2000-01-30,Ivory Coast
4253,4253,Sin datos,2000-01-31,California
4254,4254,Sin datos,2000-02-02,Iran
4255,4255,Sin datos,2000-02-16,California
4256,4256,Sin datos,2000-03-05,Calilfornia
4257,4257,Sin datos,2000-03-09,Russia
4258,4258,Sin datos,2000-03-17,Panama
4259,4259,Sin datos,2000-03-17,Canada
4260,4260,Sin datos,2000-03-22,Spain
4261,4261,Insuficiente combustible,2000-03-24,Sri Lanka
4262,4262,Sin datos,2000-03-25,Angola
4263,4263,Sin datos,2000-03-30,Sri Lanka
4264,4264,Sin datos,2000-04-05,Florida
4265,4265,Sin datos,2000-04-19,Philippines
4266,4266,Aves,2000-04-19,Congo
4267,4267,Sin datos,2000-04-29,Papua New Guinea
4268,4268,Sin datos,2000-05-02,France
4269,4269,Sin datos,2000-05-03,Guyana
4270,4270,Sin datos,2000-05-10,Hawaii
4271,4271,Sin datos,2000-05-17,Gabon
4272,4272,Sin datos,2000-05-21,Pennsylvania
4273,4273,Sabotaje o terrorismo,2000-05-25,Philippines
4274,4274,Sin datos,2000-05-31,Australia
4275,4275,Sin datos,2000-06-05,Ghana
4276,4276,Tormenta eléctrica,2000-06-22,China
4277,4277,Sin datos,2000-06-23,Florida
4278,4278,Sin datos,2000-06-27,Japan
4279,4279,Sin datos,2000-07-02,Philippines
4280,4280,Sin datos,2000-07-08,Mexico
4281,4281,Sin datos,2000-07-09,Colombia
4282,4282,Sin datos,2000-07-13,North Carolina
4283,4283,Sin datos,2000-07-17,India
4284,4284,Sin datos,2000-07-19,Maine
4285,4285,Sin datos,2000-07-20,Bahamas
4286,4286,Sin datos,2000-07-21,Hawaii
4287,4287,Fuego en la cabina,2000-07-25,France
4288,4288,Sin datos,2000-07-26,Jordan
4289,4289,Sin datos,2000-07-27,Nepal
4290,4290,Sin datos,2000-08-02,Brazil
4291,4291,Sin datos,2000-08-06,Chile
4292,4292,Sin datos,2000-08-09,New Jersey
4293,4293,Sin datos,2000-08-12,Congo
4294,4294,Sin datos,2000-08-23,Bahrain
4295,4295,Sin datos,2000-09-02,Colombia
4296,4296,Error de tráfico aéreo,2000-09-04,Australia
4297,4297,Sin datos,2000-09-16,Sri Lanka
4298,4298,Sin datos,2000-10-06,Mexico
4299,4299,Sin datos,2000-10-08,Canada
4300,4300,Sin datos,2000-10-10,Kansas
4301,4301,Sin datos,2000-10-16,Missouri
4302,4302,Sin datos,2000-10-19,Laos
4303,4303,Sin datos,2000-10-25,Republic of Georgia
4304,4304,Sin datos,2000-10-31,Taiwan
4305,4305,Sin datos,2000-10-31,Angola
4306,4306,Sin datos,2000-11-07,Democratic Republic Congo
4307,4307,Sin datos,2000-11-09,Indiana
4308,4308,Sin datos,2000-11-15,Angola
4309,4309,Sin datos,2000-11-20,Florida
4310,4310,Sin datos,2000-12-11,BO
4311,4311,Sin datos,2001-01-04,China
4312,4312,Sin datos,2001-01-08,Indonesia
4313,4313,Sin datos,2001-01-23,Alaska
4314,4314,Sin datos,2001-01-25,Venezuela
4315,4315,Sin datos,2001-01-27,Colorado
4316,4316,Sin datos,2001-01-31,Colombia
4317,4317,Sin datos,2001-02-08,Germany
4318,4318,Sin datos,2001-02-08,Minnesota
4319,4319,Sin datos,2001-02-10,Suriname
4320,4320,Sin datos,2001-02-27,Scotland
4321,4321,Sin datos,2001-03-03,Georgia
4322,4322,Sin datos,2001-03-03,Thailand
4323,4323,Sabotaje o terrorismo,2001-03-15,Saudi Arabia
4324,4324,Sin datos,2001-03-24,French West Indies
4325,4325,Sin datos,2001-03-26,Indonesia
4326,4326,Sin datos,2001-03-29,Colorado
4327,4327,Sin datos,2001-04-04,Sudan
4328,4328,Sin datos,2001-04-07,Vietnam
4329,4329,Sin datos,2001-04-28,Argentina
4330,4330,Sin datos,2001-05-16,Turkey
4331,4331,Sin datos,2001-05-17,Iran
4332,4332,Sin datos,2001-05-17,Argentina
4333,4333,Sin datos,2001-05-22,Russia
4334,4334,Sin datos,2001-06-15,Indonesia
4335,4335,Sin datos,2001-07-04,Russia
4336,4336,Sin datos,2001-07-05,South Korea
4337,4337,Sin datos,2001-07-12,Venezuela
4338,4338,Sin datos,2001-07-14,Russia
4339,4339,Sin datos,2001-08-05,Iceland
4340,4340,Sin datos,2001-08-10,Arizona
4341,4341,Sin datos,2001-08-23,Democratic Republic Congo
4342,4342,Sin datos,2001-08-24,New York
4343,4343,Sin datos,2001-08-24,Azores
4344,4344,Sin datos,2001-08-29,Spain
4345,4345,Sin datos,2001-09-11,Virginia.
4346,4346,Sabotaje o terrorismo,2001-09-11,New York
4347,4347,Sabotaje o terrorismo,2001-09-11,New York
4348,4348,Sabotaje o terrorismo,2001-09-11,Pennsylvania
